dataset,arm,mode,fold,a,b,exploratory
oral_diseases,A1,full,13,"[0.31119999289512634, 0.34973999857902527, 0.34404999017715454, 0.2336599975824356, 0.3404400050640106, 0.2518399953842163, 0.2698900103569031]","[-0.17038999497890472, -0.4678100049495697, 0.01655000075697899, 0.31224000453948975, -0.35569998621940613, 0.1725199967622757, 0.49257999658584595]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.40369001030921936, -0.31856998801231384, 0.520039975643158, -0.6031100153923035, -0.14532999694347382, -0.12512999773025513, 1.0757800340652466]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,13,"[0.29467999935150146, 0.3147299885749817, 0.33823999762535095, 0.25148001313209534, 0.3006500005722046, 0.26026999950408936, 0.3113900125026703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,14,"[0.2901799976825714, 0.2714399993419647, 0.2633500099182129, 0.23535999655723572, 0.32561999559402466, 0.23667000234127045, 0.35256001353263855]","[-0.15821999311447144, -0.436489999294281, 0.47124001383781433, 0.2883400022983551, -0.21490000188350677, 0.21219000220298767, -0.16214999556541443]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.10391999781131744, -0.7405300140380859, 0.8474000096321106, -0.18685999512672424, 0.11157000064849854, -0.5844200253486633, 0.6567599773406982]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,14,"[0.2747099995613098, 0.24526000022888184, 0.30197998881340027, 0.2560200095176697, 0.3023900091648102, 0.24932999908924103, 0.3312399983406067]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,0,"[0.28196001052856445, 0.2827700078487396, 0.299560010433197, 0.22291000187397003, 0.3003099858760834, 0.22578999400138855, 0.2558700144290924]","[-0.18970000743865967, -0.48107999563217163, 0.0603800006210804, 0.4334299862384796, -0.16965000331401825, 0.1662999987602234, 0.18032999336719513]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.2188200056552887, -0.6765300035476685, 0.5837200284004211, 0.23774999380111694, 0.2770000100135803, -0.46167001128196716, 0.25854000449180603]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,0,"[0.2653000056743622, 0.2518799901008606, 0.29934999346733093, 0.2545199990272522, 0.2823199927806854, 0.23375000059604645, 0.26677998900413513]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,1,"[0.28575998544692993, 0.29017001390457153, 0.304390013217926, 0.24472999572753906, 0.292279988527298, 0.21018999814987183, 0.26568999886512756]","[-0.12567000091075897, -0.33904001116752625, -0.011250000447034836, 0.20779000222682953, -0.12319999933242798, 0.2797900140285492, 0.11158999800682068]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.043630000203847885, -0.2667199969291687, 0.22060999274253845, 0.08062999695539474, 0.1987999975681305, -0.48921999335289, 0.2995299994945526]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,1,"[0.2729699909687042, 0.2688399851322174, 0.29899001121520996, 0.2574799954891205, 0.27970001101493835, 0.2278600037097931, 0.27129998803138733]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,2,"[0.2752099931240082, 0.30709999799728394, 0.3134300112724304, 0.19832000136375427, 0.2850100100040436, 0.23555999994277954, 0.29337000846862793]","[0.0218299999833107, -0.4203299880027771, -0.015599999576807022, 0.4759899973869324, -0.10694999992847443, 0.120169997215271, -0.07511000335216522]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06321000307798386, -0.48892998695373535, 0.6849499940872192, -0.40073999762535095, 0.30204999446868896, -0.5481799840927124, 0.38763999938964844]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,2,"[0.27458998560905457, 0.2807900011539459, 0.30458998680114746, 0.22901000082492828, 0.27087000012397766, 0.23804999887943268, 0.27974000573158264]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,3,"[0.24921000003814697, 0.2777999937534332, 0.2637700140476227, 0.22009000182151794, 0.31123998761177063, 0.2526400089263916, 0.26096999645233154]","[0.052400000393390656, -0.4544300138950348, 0.2353300005197525, 0.3020099997520447, -0.2924799919128418, -0.02996000088751316, 0.18713000416755676]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.04089999943971634, -0.5268200039863586, 0.4174500107765198, -0.20305000245571136, 0.20882000029087067, -0.23763999342918396, 0.38214999437332153]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,3,"[0.251910001039505, 0.25290000438690186, 0.2800399959087372, 0.23890000581741333, 0.28338998556137085, 0.24518999457359314, 0.2724300026893616]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,4,"[0.2849000096321106, 0.26923999190330505, 0.28376999497413635, 0.219650000333786, 0.2878200113773346, 0.19469000399112701, 0.254040002822876]","[-0.2510400116443634, -0.25146999955177307, 0.10852000117301941, 0.2563000023365021, -0.32117998600006104, 0.31227999925613403, 0.14657999575138092]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.16418999433517456, -0.4878700077533722, 0.8110100030899048, -0.2149599939584732, -0.14348000288009644, -0.5695499777793884, 0.7690399885177612]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,4,"[0.26214998960494995, 0.2510699927806854, 0.2865000069141388, 0.23194999992847443, 0.2598299980163574, 0.20960000157356262, 0.2597300112247467]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,5,"[0.22044000029563904, 0.2415899932384491, 0.25863000750541687, 0.2100600004196167, 0.2905699908733368, 0.21178999543190002, 0.2456900030374527]","[0.0951400026679039, -0.4039900004863739, 0.040150001645088196, 0.25554001331329346, -0.2852199971675873, 0.15838000178337097, 0.14000000059604645]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2385299950838089, -0.5502399802207947, 0.4352099895477295, -0.35266000032424927, 0.13162000477313995, -0.37654998898506165, 0.47407999634742737]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,5,"[0.22558000683784485, 0.22088000178337097, 0.2578499913215637, 0.22464999556541443, 0.2640500068664551, 0.219650000333786, 0.25308001041412354]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,6,"[0.2631700038909912, 0.28060001134872437, 0.27897000312805176, 0.2014400064945221, 0.2938399910926819, 0.21529999375343323, 0.2693600058555603]","[0.09111999720335007, -0.38967999815940857, -0.013129999861121178, 0.46588999032974243, -0.391759991645813, 0.25088998675346375, -0.013319999910891056]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16725000739097595, -0.5123100280761719, 0.020090000703930855, 0.16818000376224518, 0.0581899993121624, -0.3258399963378906, 0.4244399964809418]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,6,"[0.26655998826026917, 0.2553099989891052, 0.2722800076007843, 0.23388999700546265, 0.26221999526023865, 0.22995999455451965, 0.26475000381469727]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,7,"[0.33246999979019165, 0.3355199992656708, 0.2992199957370758, 0.21466000378131866, 0.26809999346733093, 0.2539600133895874, 0.2565099895000458]","[-0.25898000597953796, -0.37003999948501587, 0.07963000237941742, 0.41387999057769775, -0.04761999845504761, -0.021889999508857727, 0.20500999689102173]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0052200001664459705, -0.192780002951622, 0.406360000371933, -0.2678399980068207, -0.08109000325202942, -0.4000299870967865, 0.5301399827003479]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,7,"[0.30897998809814453, 0.30706000328063965, 0.3008800148963928, 0.24256999790668488, 0.260019987821579, 0.24627000093460083, 0.2689099907875061]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,8,"[0.27090999484062195, 0.28450000286102295, 0.2768400013446808, 0.189970001578331, 0.2536199986934662, 0.2151699960231781, 0.2492700070142746]","[-0.05837000161409378, -0.30790001153945923, 0.012740000151097775, 0.25273001194000244, -0.07131999731063843, 0.10959000140428543, 0.06251999735832214]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2709999978542328, -0.2719700038433075, 0.5412200093269348, -0.8544600009918213, 0.07910999655723572, -0.2804799973964691, 0.5155699849128723]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,8,"[0.26409998536109924, 0.2651999890804291, 0.2727400064468384, 0.19979999959468842, 0.24289000034332275, 0.21852000057697296, 0.2492000013589859]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,9,"[0.2659899890422821, 0.2862200140953064, 0.2602500021457672, 0.20044000446796417, 0.2842499911785126, 0.21358999609947205, 0.2936899960041046]","[-0.09950999915599823, -0.3718700110912323, 0.07771000266075134, 0.2814199924468994, -0.13307000696659088, 0.2572399973869324, -0.011920000426471233]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,9,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.14920000731945038, -0.44176000356674194, 0.0812000036239624, -0.5976700186729431, 0.3264400064945221, -0.0012199999764561653, 0.7822099924087524]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,9,"[0.2563599944114685, 0.2619999945163727, 0.2612200081348419, 0.21407000720500946, 0.26862001419067383, 0.23019999265670776, 0.2875399887561798]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,10,"[0.23746000230312347, 0.2669000029563904, 0.2335900068283081, 0.22067999839782715, 0.27434998750686646, 0.21251000463962555, 0.206619992852211]","[-0.09038999676704407, -0.40139999985694885, 0.2240699976682663, 0.09731999784708023, -0.24424999952316284, 0.005369999911636114, 0.40928998589515686]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.15082000195980072, -0.5049499869346619, 0.422109991312027, -0.1706099957227707, 0.047449998557567596, -0.7897800207138062, 1.146589994430542]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,10,"[0.23038999736309052, 0.24390000104904175, 0.2479500025510788, 0.22145000100135803, 0.25001999735832214, 0.20404000580310822, 0.23628999292850494]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,11,"[0.27886998653411865, 0.2604199945926666, 0.27781999111175537, 0.2106499969959259, 0.2822200059890747, 0.20773999392986298, 0.2740499973297119]","[-0.04473000019788742, -0.3140600025653839, 0.08422999829053879, 0.300929993391037, -0.21174000203609467, 0.2052599936723709, -0.01988000050187111]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,11,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3443000018596649, -0.5023699998855591, 0.40797001123428345, -0.22304999828338623, 0.33799999952316284, -0.6858900189399719, 0.3210499882698059]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,11,"[0.2733300030231476, 0.24257999658584595, 0.28042998909950256, 0.2287999987602234, 0.26322999596595764, 0.21775999665260315, 0.26879000663757324]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,12,"[0.27199000120162964, 0.23770000040531158, 0.23568999767303467, 0.2155199944972992, 0.267520010471344, 0.2093600034713745, 0.23938000202178955]","[-0.20492999255657196, -0.3299599885940552, 0.23465999960899353, 0.1927099972963333, -0.14855000376701355, 0.16835999488830566, 0.08771000057458878]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06904999911785126, -0.675790011882782, 0.490090012550354, -0.20329000055789948, 0.2945300042629242, -0.23680000007152557, 0.2621999979019165]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,12,"[0.2543799877166748, 0.22111999988555908, 0.2526800036430359, 0.22630999982357025, 0.25303998589515686, 0.21900999546051025, 0.2433300018310547]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,13,"[0.2929399907588959, 0.3092299997806549, 0.3211599886417389, 0.21811999380588531, 0.3097899854183197, 0.24011999368667603, 0.26677000522613525]","[-0.12208999693393707, -0.39684998989105225, -0.0009399999980814755, 0.4400399923324585, -0.3873699903488159, 0.18828000128269196, 0.27893999218940735]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.28523001074790955, -0.34251001477241516, 0.45548999309539795, -0.17590999603271484, -0.2248300015926361, -0.12684999406337738, 0.6998299956321716]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,13,"[0.27994000911712646, 0.2829299867153168, 0.3142699897289276, 0.24883000552654266, 0.27744999527931213, 0.2509799897670746, 0.2870100140571594]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,full,14,"[0.27764999866485596, 0.26381000876426697, 0.26482999324798584, 0.2425300031900406, 0.32673999667167664, 0.25123000144958496, 0.3340199887752533]","[-0.11011999845504761, -0.3184199929237366, 0.4268999993801117, 0.35012999176979065, -0.32714998722076416, 0.20917999744415283, -0.23051999509334564]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,offset,14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.26614999771118164, -0.6485300064086914, 0.7380300164222717, -0.0458500012755394, 0.10989999771118164, -0.19181999564170837, 0.3044300079345703]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A2,scale,14,"[0.2658100128173828, 0.24456000328063965, 0.2990100085735321, 0.2672500014305115, 0.298660010099411, 0.26322999596595764, 0.31011998653411865]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,0,"[0.365200012922287, 0.3919700086116791, 0.4448699951171875, 0.35293999314308167, 0.4892300069332123, 0.3582499921321869, 0.42291000485420227]","[-0.008539999835193157, -0.48243001103401184, 0.1005999967455864, 0.32850000262260437, -0.23362000286579132, 0.16344000399112701, 0.13204999268054962]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.45026999711990356, -0.6080800294876099, 0.501990020275116, 0.1429399996995926, 0.2681899964809418, -0.2677600085735321, 0.412990003824234]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,0,"[0.3606399893760681, 0.3561300039291382, 0.4510999917984009, 0.3904300034046173, 0.4569000005722046, 0.3737199902534485, 0.43467000126838684]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,1,"[0.37766000628471375, 0.37922000885009766, 0.4109399914741516, 0.35499000549316406, 0.4388200044631958, 0.3586300015449524, 0.395550012588501]","[0.04592999815940857, -0.3580699861049652, 0.09307000041007996, 0.16620999574661255, -0.20905999839305878, 0.07463999837636948, 0.1872899979352951]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08055000007152557, -0.483489990234375, 0.20079000294208527, -0.11359000205993652, 0.07078000158071518, -0.15789000689983368, 0.4028500020503998]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,1,"[0.3797999918460846, 0.3549799919128418, 0.4182400107383728, 0.3714900016784668, 0.41113001108169556, 0.36482998728752136, 0.41576001048088074]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,2,"[0.35740000009536743, 0.3457399904727936, 0.37646999955177307, 0.29967001080513, 0.45642998814582825, 0.3639200031757355, 0.43355000019073486]","[0.15488000214099884, -0.391539990901947, 0.21603000164031982, 0.4099400043487549, -0.4327400028705597, 0.0910400003194809, -0.047609999775886536]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11159999668598175, -0.5455099940299988, 0.3453100025653839, -0.09991999715566635, -0.08455999940633774, -0.13874000310897827, 0.4118100106716156]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,2,"[0.3721500039100647, 0.3215999901294708, 0.39803001284599304, 0.3484100103378296, 0.4000700116157532, 0.3708899915218353, 0.42225000262260437]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,3,"[0.34264999628067017, 0.3693400025367737, 0.41620001196861267, 0.3653999865055084, 0.48627999424934387, 0.389490008354187, 0.39528000354766846]","[0.15116000175476074, -0.5126000046730042, 0.056699998676776886, 0.20914000272750854, -0.3657500147819519, 0.10113000124692917, 0.3602199852466583]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.12494000047445297, -0.6149500012397766, 0.04641000181436539, -0.17011000216007233, 0.17389999330043793, 0.05031000077724457, 0.6393899917602539]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,3,"[0.354559987783432, 0.3371700048446655, 0.41714999079704285, 0.3844900131225586, 0.43564000725746155, 0.396479994058609, 0.43362998962402344]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,4,"[0.32802000641822815, 0.33618998527526855, 0.38098999857902527, 0.33675000071525574, 0.4254400134086609, 0.3129099905490875, 0.39204999804496765]","[-0.039329998195171356, -0.39228999614715576, 0.19575999677181244, 0.18291999399662018, -0.3307099938392639, 0.18568000197410583, 0.19797000288963318]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.2430800050497055, -0.592199981212616, 0.5349199771881104, 0.041749998927116394, -0.22964000701904297, -0.32186999917030334, 0.8101099729537964]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,4,"[0.3224300146102905, 0.3133400082588196, 0.4003300070762634, 0.354310005903244, 0.38512998819351196, 0.3304400146007538, 0.41345998644828796]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,5,"[0.31266000866889954, 0.35069000720977783, 0.36913999915122986, 0.32958999276161194, 0.4385699927806854, 0.2948800027370453, 0.35308000445365906]","[0.10919000208377838, -0.4869599938392639, 0.02710000053048134, 0.13615000247955322, -0.2496500015258789, 0.24774999916553497, 0.2164199948310852]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05874999985098839, -0.4419800043106079, 0.16479000449180603, -0.13176999986171722, 0.255730003118515, -0.3511100113391876, 0.44558000564575195]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,5,"[0.3214299976825714, 0.32104000449180603, 0.3684000074863434, 0.34171000123023987, 0.4043799936771393, 0.3206599950790405, 0.3750300109386444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,6,"[0.3844600021839142, 0.4018299877643585, 0.4078499972820282, 0.32047998905181885, 0.4338200092315674, 0.3236300051212311, 0.39959999918937683]","[0.162990003824234, -0.3324100077152252, 0.03173999860882759, 0.21971000730991364, -0.3736500144004822, 0.21607999503612518, 0.07554999738931656]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.17003999650478363, -0.25314000248908997, 0.07993999868631363, -0.2198600023984909, -0.10830000042915344, -0.1251000016927719, 0.45642000436782837]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,6,"[0.39928001165390015, 0.3789600133895874, 0.4102199971675873, 0.34630000591278076, 0.38982999324798584, 0.350380003452301, 0.4088500142097473]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,7,"[0.45524001121520996, 0.46663999557495117, 0.48947998881340027, 0.3532400131225586, 0.4523000121116638, 0.3811900019645691, 0.3977999985218048]","[-0.18616999685764313, -0.33820000290870667, 0.07506000250577927, 0.3307099938392639, -0.23615999519824982, 0.011020000092685223, 0.34373998641967773]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.1642400026321411, -0.1316000074148178, 0.4759199917316437, -0.10063000023365021, -0.13673999905586243, -0.41043001413345337, 0.46772998571395874]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,7,"[0.4324699938297272, 0.4335100054740906, 0.4934000074863434, 0.39087000489234924, 0.4200200140476227, 0.3767099976539612, 0.43575000762939453]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,8,"[0.3673200011253357, 0.34727001190185547, 0.3725300133228302, 0.28758999705314636, 0.40674999356269836, 0.3607099950313568, 0.3884499967098236]","[0.06327000260353088, -0.3900600075721741, 0.12129999697208405, 0.2925400137901306, -0.1924699991941452, 0.10943999886512756, -0.004019999876618385]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22637000679969788, -0.4297400116920471, 0.13079999387264252, -0.5205299854278564, 0.0536700002849102, 0.1909099966287613, 0.3485200107097626]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,8,"[0.3704400062561035, 0.32389000058174133, 0.3831300139427185, 0.3179599940776825, 0.3814699947834015, 0.37105000019073486, 0.38440999388694763]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,9,"[0.35187000036239624, 0.3688899874687195, 0.37738001346588135, 0.3294999897480011, 0.4038900136947632, 0.31595999002456665, 0.3877899944782257]","[0.009329999797046185, -0.37029001116752625, 0.07870999723672867, 0.1122799962759018, -0.1283400058746338, 0.12108000367879868, 0.17723999917507172]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,9,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.045419998466968536, -0.24448999762535095, 0.06457000225782394, -0.2682499885559082, 0.19949999451637268, -0.3187499940395355, 0.6128399968147278]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,9,"[0.35148999094963074, 0.3445799946784973, 0.38286998867988586, 0.3386699855327606, 0.3837200105190277, 0.3268299996852875, 0.4065699875354767]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,10,"[0.31812000274658203, 0.332069993019104, 0.36076998710632324, 0.35896000266075134, 0.43296000361442566, 0.31103000044822693, 0.2990800142288208]","[0.06705000251531601, -0.41833001375198364, 0.13806000351905823, -0.09408000111579895, -0.3043999969959259, 0.060819998383522034, 0.5508900284767151]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.08562000095844269, -0.42778000235557556, 0.21645000576972961, -0.2804799973964691, 0.1472499966621399, -0.5141699910163879, 0.944350004196167]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,10,"[0.3238399922847748, 0.3072099983692169, 0.3699299991130829, 0.3357299864292145, 0.38616999983787537, 0.3085399866104126, 0.3619999885559082]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
